Comunidad autónoma de residencia;Nivel de ingresos del hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
Total Nacional;3.000 euros o más;Gasto total;2017;161.198.174,5
Total Nacional;3.000 euros o más;Gasto total;2016;139.273.060,89
Total Nacional;3.000 euros o más;Gasto total;2015;124.471.254,77
Total Nacional;3.000 euros o más;Gasto total;2014;117.379.583,25
Total Nacional;3.000 euros o más;Gasto total;2013;115.276.180,64
Total Nacional;3.000 euros o más;Gasto total;2012;123.247.266,12
Total Nacional;3.000 euros o más;Gasto total;2011;137.278.170,96
Total Nacional;3.000 euros o más;Gasto total;2010;134.609.667,03
Total Nacional;3.000 euros o más;Gasto total;2009;143.482.802,97
Total Nacional;3.000 euros o más;Gasto total;2008;151.868.132,73
Total Nacional;3.000 euros o más;Gasto total;2007;134.921.781,32
Total Nacional;3.000 euros o más;Gasto total;2006;110.761.505,31
Total Nacional;3.000 euros o más;Distribución porcentual;2020;35,04
Total Nacional;3.000 euros o más;Distribución porcentual;2019;32,31
Total Nacional;3.000 euros o más;Distribución porcentual;2018;31,39
Total Nacional;3.000 euros o más;Distribución porcentual;2017;30,06
Total Nacional;3.000 euros o más;Distribución porcentual;2016;27
Total Nacional;3.000 euros o más;Distribución porcentual;2015;24,91
Total Nacional;3.000 euros o más;Distribución porcentual;2014;23,9
Total Nacional;3.000 euros o más;Distribución porcentual;2013;23,51
Total Nacional;3.000 euros o más;Distribución porcentual;2012;24,31
Total Nacional;3.000 euros o más;Distribución porcentual;2011;26,64
Total Nacional;3.000 euros o más;Distribución porcentual;2010;26,12
Total Nacional;3.000 euros o más;Distribución porcentual;2009;27,62
Total Nacional;3.000 euros o más;Distribución porcentual;2008;28,32
Total Nacional;3.000 euros o más;Distribución porcentual;2007;25,86
Total Nacional;3.000 euros o más;Distribución porcentual;2006;22,78
Total Nacional;3.000 euros o más;Gasto medio por hogar;2020;41.213,83
Total Nacional;3.000 euros o más;Gasto medio por hogar;2019;49.829,54
Total Nacional;3.000 euros o más;Gasto medio por hogar;2018;49.834,19
Total Nacional;3.000 euros o más;Gasto medio por hogar;2017;49.539,82
Total Nacional;3.000 euros o más;Gasto medio por hogar;2016;48.877,26
Total Nacional;3.000 euros o más;Gasto medio por hogar;2015;48.688,33
Total Nacional;3.000 euros o más;Gasto medio por hogar;2014;48.720,58
Total Nacional;3.000 euros o más;Gasto medio por hogar;2013;48.491,24
Total Nacional;3.000 euros o más;Gasto medio por hogar;2012;49.237,74
Total Nacional;3.000 euros o más;Gasto medio por hogar;2011;50.682,13
Total Nacional;3.000 euros o más;Gasto medio por hogar;2010;51.003,33
Total Nacional;3.000 euros o más;Gasto medio por hogar;2009;50.680,35
Total Nacional;3.000 euros o más;Gasto medio por hogar;2008;53.403,78
Total Nacional;3.000 euros o más;Gasto medio por hogar;2007;54.497,24
Total Nacional;3.000 euros o más;Gasto medio por hogar;2006;54.384,67
Total Nacional;3.000 euros o más;Gasto medio por persona;2020;12.988,69
Total Nacional;3.000 euros o más;Gasto medio por persona;2019;15.659,11
Total Nacional;3.000 euros o más;Gasto medio por persona;2018;15.496,22
Total Nacional;3.000 euros o más;Gasto medio por persona;2017;15.361,56
Total Nacional;3.000 euros o más;Gasto medio por persona;2016;14.939,78
Total Nacional;3.000 euros o más;Gasto medio por persona;2015;14.969,2
Total Nacional;3.000 euros o más;Gasto medio por persona;2014;14.927,73
Total Nacional;3.000 euros o más;Gasto medio por persona;2013;14.863,33
Total Nacional;3.000 euros o más;Gasto medio por persona;2012;14.909,2
Total Nacional;3.000 euros o más;Gasto medio por persona;2011;15.163,31
Total Nacional;3.000 euros o más;Gasto medio por persona;2010;15.095,31
Total Nacional;3.000 euros o más;Gasto medio por persona;2009;14.819,58
Total Nacional;3.000 euros o más;Gasto medio por persona;2008;15.183,97
Total Nacional;3.000 euros o más;Gasto medio por persona;2007;15.105,89
Total Nacional;3.000 euros o más;Gasto medio por persona;2006;14.846,44
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2020;20.630,85
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2019;24.942,51
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2018;24.776,83
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2017;24.594,52
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2016;24.082,15
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2015;24.059,37
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2014;23.993,72
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2013;23.908,03
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2012;23.987,74
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2011;24.466,51
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2010;24.370,9
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2009;23.933,05
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2008;24.677,33
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2007;24.643,9
Total Nacional;3.000 euros o más;Gasto medio por unidad de consumo;2006;24.291,52
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2020;119,37
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2019;128,69
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2018;128,66
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2017;130,68
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2016;131,72
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2015;135,81
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2014;138,14
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2013;138,04
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2012;134,91
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2011;134,21
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2010;133,82
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2009;129,62
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2008;127,61
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2007;128,36
Total Nacional;3.000 euros o más;Índice sobre la media del gmp;2006;133,21
01 Andalucía;Total;Gasto total;2020;77.813.424,39
01 Andalucía;Total;Gasto total;2019;87.728.111,21
01 Andalucía;Total;Gasto total;2018;89.698.367,2
01 Andalucía;Total;Gasto total;2017;87.273.806,69
01 Andalucía;Total;Gasto total;2016;81.694.870,28
01 Andalucía;Total;Gasto total;2015;76.489.433,6
01 Andalucía;Total;Gasto total;2014;75.898.530,24
01 Andalucía;Total;Gasto total;2013;75.324.989,7
01 Andalucía;Total;Gasto total;2012;78.901.482,67
01 Andalucía;Total;Gasto total;2011;82.559.823,66
01 Andalucía;Total;Gasto total;2010;83.902.236,47
01 Andalucía;Total;Gasto total;2009;83.201.010,46
01 Andalucía;Total;Gasto total;2008;86.993.675,42
01 Andalucía;Total;Gasto total;2007;83.091.693,59
01 Andalucía;Total;Gasto total;2006;77.178.634,61
01 Andalucía;Total;Distribución porcentual;2020;100
01 Andalucía;Total;Distribución porcentual;2019;100
01 Andalucía;Total;Distribución porcentual;2018;100
01 Andalucía;Total;Distribución porcentual;2017;100
01 Andalucía;Total;Distribución porcentual;2016;100
01 Andalucía;Total;Distribución porcentual;2015;100
01 Andalucía;Total;Distribución porcentual;2014;100
01 Andalucía;Total;Distribución porcentual;2013;100
01 Andalucía;Total;Distribución porcentual;2012;100
01 Andalucía;Total;Distribución porcentual;2011;100
01 Andalucía;Total;Distribución porcentual;2010;100
01 Andalucía;Total;Distribución porcentual;2009;100
01 Andalucía;Total;Distribución porcentual;2008;100
01 Andalucía;Total;Distribución porcentual;2007;100
01 Andalucía;Total;Distribución porcentual;2006;100
01 Andalucía;Total;Gasto medio por hogar;2020;24.372,6
01 Andalucía;Total;Gasto medio por hogar;2019;27.761,99
01 Andalucía;Total;Gasto medio por hogar;2018;28.218,56
01 Andalucía;Total;Gasto medio por hogar;2017;27.638,53
01 Andalucía;Total;Gasto medio por hogar;2016;25.986,05
01 Andalucía;Total;Gasto medio por hogar;2015;24.555,55
01 Andalucía;Total;Gasto medio por hogar;2014;24.675,29
01 Andalucía;Total;Gasto medio por hogar;2013;24.631,25
01 Andalucía;Total;Gasto medio por hogar;2012;25.858,38
01 Andalucía;Total;Gasto medio por hogar;2011;27.375,3
01 Andalucía;Total;Gasto medio por hogar;2010;28.049,62
01 Andalucía;Total;Gasto medio por hogar;2009;28.486,7
01 Andalucía;Total;Gasto medio por hogar;2008;30.309,72
01 Andalucía;Total;Gasto medio por hogar;2007;29.605,33
01 Andalucía;Total;Gasto medio por hogar;2006;28.301,06
01 Andalucía;Total;Gasto medio por persona;2020;9.398,68
01 Andalucía;Total;Gasto medio por persona;2019;10.644,14
01 Andalucía;Total;Gasto medio por persona;2018;10.854,08
01 Andalucía;Total;Gasto medio por persona;2017;10.603,48
01 Andalucía;Total;Gasto medio por persona;2016;9.969,78
01 Andalucía;Total;Gasto medio por persona;2015;9.328,83
01 Andalucía;Total;Gasto medio por persona;2014;9.334,62
01 Andalucía;Total;Gasto medio por persona;2013;9.219,34
01 Andalucía;Total;Gasto medio por persona;2012;9.629,16
01 Andalucía;Total;Gasto medio por persona;2011;10.064,13
01 Andalucía;Total;Gasto medio por persona;2010;10.217,35
01 Andalucía;Total;Gasto medio por persona;2009;10.257,82
01 Andalucía;Total;Gasto medio por persona;2008;10.799,78
01 Andalucía;Total;Gasto medio por persona;2007;10.483,65
01 Andalucía;Total;Gasto medio por persona;2006;9.882,24
01 Andalucía;Total;Gasto medio por unidad de consumo;2020;14.125,37
01 Andalucía;Total;Gasto medio por unidad de consumo;2019;16.040,47
01 Andalucía;Total;Gasto medio por unidad de consumo;2018;16.350,06
01 Andalucía;Total;Gasto medio por unidad de consumo;2017;15.983,79
01 Andalucía;Total;Gasto medio por unidad de consumo;2016;15.042,47
01 Andalucía;Total;Gasto medio por unidad de consumo;2015;14.122,81
01 Andalucía;Total;Gasto medio por unidad de consumo;2014;14.150,86
01 Andalucía;Total;Gasto medio por unidad de consumo;2013;14.025,53
01 Andalucía;Total;Gasto medio por unidad de consumo;2012;14.663,75
01 Andalucía;Total;Gasto medio por unidad de consumo;2011;15.398,09
01 Andalucía;Total;Gasto medio por unidad de consumo;2010;15.659,31
01 Andalucía;Total;Gasto medio por unidad de consumo;2009;15.772,84
01 Andalucía;Total;Gasto medio por unidad de consumo;2008;16.635,34
01 Andalucía;Total;Gasto medio por unidad de consumo;2007;16.180,92
01 Andalucía;Total;Gasto medio por unidad de consumo;2006;15.322,39
01 Andalucía;Total;Índice sobre la media del gmp;2020;100
01 Andalucía;Total;Índice sobre la media del gmp;2019;100
01 Andalucía;Total;Índice sobre la media del gmp;2018;100
01 Andalucía;Total;Índice sobre la media del gmp;2017;100
01 Andalucía;Total;Índice sobre la media del gmp;2016;100
01 Andalucía;Total;Índice sobre la media del gmp;2015;100
01 Andalucía;Total;Índice sobre la media del gmp;2014;100
01 Andalucía;Total;Índice sobre la media del gmp;2013;100
01 Andalucía;Total;Índice sobre la media del gmp;2012;100
01 Andalucía;Total;Índice sobre la media del gmp;2011;100
01 Andalucía;Total;Índice sobre la media del gmp;2010;100
01 Andalucía;Total;Índice sobre la media del gmp;2009;100
01 Andalucía;Total;Índice sobre la media del gmp;2008;100
01 Andalucía;Total;Índice sobre la media del gmp;2007;100
01 Andalucía;Total;Índice sobre la media del gmp;2006;100
01 Andalucía;Hasta 999 euros;Gasto total;2020;10.918.181,11
01 Andalucía;Hasta 999 euros;Gasto total;2019;11.259.396,64
01 Andalucía;Hasta 999 euros;Gasto total;2018;12.611.641,16
01 Andalucía;Hasta 999 euros;Gasto total;2017;12.563.902,76
01 Andalucía;Hasta 999 euros;Gasto total;2016;15.095.328,63
01 Andalucía;Hasta 999 euros;Gasto total;2015;14.508.450,11
01 Andalucía;Hasta 999 euros;Gasto total;2014;15.324.295,97
01 Andalucía;Hasta 999 euros;Gasto total;2013;15.288.581,04
01 Andalucía;Hasta 999 euros;Gasto total;2012;15.413.473,65
01 Andalucía;Hasta 999 euros;Gasto total;2011;13.984.016,57
01 Andalucía;Hasta 999 euros;Gasto total;2010;13.652.790,24
01 Andalucía;Hasta 999 euros;Gasto total;2009;12.386.427,07
01 Andalucía;Hasta 999 euros;Gasto total;2008;11.844.099,57
01 Andalucía;Hasta 999 euros;Gasto total;2007;12.867.133,85
01 Andalucía;Hasta 999 euros;Gasto total;2006;13.269.397,52
01 Andalucía;Hasta 999 euros;Distribución porcentual;2020;14,03
01 Andalucía;Hasta 999 euros;Distribución porcentual;2019;12,83
01 Andalucía;Hasta 999 euros;Distribución porcentual;2018;14,06
01 Andalucía;Hasta 999 euros;Distribución porcentual;2017;14,4
01 Andalucía;Hasta 999 euros;Distribución porcentual;2016;18,48
01 Andalucía;Hasta 999 euros;Distribución porcentual;2015;18,97
01 Andalucía;Hasta 999 euros;Distribución porcentual;2014;20,19
01 Andalucía;Hasta 999 euros;Distribución porcentual;2013;20,3
01 Andalucía;Hasta 999 euros;Distribución porcentual;2012;19,54
01 Andalucía;Hasta 999 euros;Distribución porcentual;2011;16,94
01 Andalucía;Hasta 999 euros;Distribución porcentual;2010;16,27
01 Andalucía;Hasta 999 euros;Distribución porcentual;2009;14,89
01 Andalucía;Hasta 999 euros;Distribución porcentual;2008;13,61
01 Andalucía;Hasta 999 euros;Distribución porcentual;2007;15,49
01 Andalucía;Hasta 999 euros;Distribución porcentual;2006;17,19
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2020;14.067,6
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2019;15.721,86
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2018;15.856,23
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2017;15.668,48
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2016;15.601,27
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2015;15.534,1
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2014;15.262,11
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2013;15.127,06
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2012;15.670,88
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2011;16.107,33
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2010;16.454,13
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2009;16.086,49
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2008;16.446,86
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2007;16.219,24
01 Andalucía;Hasta 999 euros;Gasto medio por hogar;2006;15.469,93
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2020;7.151,31
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2019;8.495,92
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2018;8.105,08
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2017;7.723,3
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2016;7.647,74
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2015;7.077,25
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2014;6.906,48
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2013;6.733,15
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2012;7.200,95
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2011;7.779,26
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2010;7.725,58
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2009;7.728,22
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2008;8.213,77
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2007;7.983,34
01 Andalucía;Hasta 999 euros;Gasto medio por persona;2006;7.316,6
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2020;9.828,43
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2019;11.376,82
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2018;11.147,92
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2017;10.694,47
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2016;10.604,67
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2015;10.115,23
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2014;9.910,01
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2013;9.733,25
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2012;10.291,51
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2011;10.901,61
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2010;10.923,69
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2009;10.812,67
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2008;11.270,43
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2007;11.014,48
01 Andalucía;Hasta 999 euros;Gasto medio por unidad de consumo;2006;10.258,09
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2020;76,09
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2019;79,82
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2018;74,67
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2017;72,84
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2016;76,71
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2015;75,86
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2014;73,99
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2013;73,03
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2012;74,78
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2011;77,3
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2010;75,61
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2009;75,34
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2008;76,05
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2007;76,15
01 Andalucía;Hasta 999 euros;Índice sobre la media del gmp;2006;74,04
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2020;27.478.531,49
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2019;30.368.760,19
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2018;31.515.942,06
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2017;33.256.865,22
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2016;30.449.077,21
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2015;30.183.824,16
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2014;30.443.109,18
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2013;29.854.518,86
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2012;30.311.441,23
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2011;31.569.446,91
01 Andalucía;De 1.000 a 1.999 euros;Gasto total;2010;34.256.025,08
